43798	152.100006	152.300003	151.279999	151.380005	150.185318	11977300
43752	139.690002	140.289993	139.520004	139.550003	137.979172	13304300
43780	145.339996	146.419998	144.729996	146.110001	144.465332	14362600
43825	157.559998	158.729996	157.399994	158.669998	157.417786	14520600
43796	152.330002	152.5	151.520004	152.320007	151.117905	15184400
43745	137.139999	138.179993	137.020004	137.119995	135.576523	15303700
43791	150.070007	150.300003	148.820007	149.589996	148.409439	15901800
43829	158.990005	159.020004	156.729996	157.589996	156.346298	16348400
43805	150.990005	151.869995	150.270004	151.75	150.552383	16403500
43809	151.289993	151.889999	150.759995	151.130005	149.937302	16476100
43775	144.369995	144.520004	143.199997	144.059998	142.4384	16575800
43808	151.070007	152.210007	150.910004	151.360001	150.165482	16687400
43777	143.979996	145.990005	143.759995	145.960007	144.317017	16732700
43773	144.830002	145	144.160004	144.550003	142.922897	16912000
43782	146.740005	147.460007	146.279999	147.309998	145.651825	16919200
43738	138.050003	139.220001	137.779999	139.029999	137.465027	17280900
43803	150.139999	150.179993	149.199997	149.850006	148.667389	17574700
43748	138.490005	139.669998	138.25	139.100006	137.534241	17654600
43822	158.119995	158.119995	157.270004	157.410004	156.16774	17718200
43776	143.839996	144.880005	143.770004	144.259995	142.636139	17786700
43804	150.050003	150.320007	149.479996	149.929993	148.74675	17869100
44057	208.759995	209.589996	207.509995	208.899994	208.39624	17958900
43774	144.970001	145.020004	143.910004	144.460007	142.833923	18250200
43830	156.770004	157.770004	156.449997	157.699997	156.455429	18369400
43826	159.449997	159.550003	158.220001	158.960007	157.705505	18412800
43768	143.520004	145	142.789993	144.610001	142.982224	18496600
43790	149.399994	149.800003	148.5	149.479996	148.300293	18576100
43781	146.279999	147.570007	146.059998	147.070007	145.41452	18641600
43810	151.539993	151.869995	150.330002	151.699997	150.502777	18856600
44041	202.5	204.649994	202.009995	204.059998	203.567917	19632600
43853	166.190002	166.800003	165.270004	166.720001	165.404251	19680800
43753	140.059998	141.789993	139.809998	141.570007	139.97644	19695700
43783	147.020004	148.410004	147	148.059998	146.393372	19729800
43747	137.460007	138.699997	136.970001	138.240005	136.683914	19749900
43759	138.449997	138.5	137.009995	138.429993	136.871765	20078200
44060	209.600006	211.190002	208.919998	210.279999	209.772919	20184800
43767	144.080002	144.5	142.649994	142.830002	141.222244	20589500
43840	162.820007	163.220001	161.179993	161.339996	160.066711	20725900
43754	140.789993	140.990005	139.529999	140.410004	138.829483	20751600
43836	157.080002	159.100006	156.509995	159.029999	157.774948	20813700
43973	183.190002	184.460007	182.539993	183.509995	183.067459	20826900
43833	158.320007	159.949997	158.059998	158.619995	157.368179	21116200
44061	210.529999	212.360001	209.210007	211.490005	210.979996	21336200
43839	161.839996	162.220001	161.029999	162.089996	160.810776	21385000
43845	162.619995	163.940002	162.570007	163.179993	161.892197	21417900
43755	140.949997	141.419998	139.020004	139.690002	138.117584	21460600
43739	139.660004	140.25	137	137.070007	135.5271	21466600
43787	150.070007	150.550003	148.979996	150.339996	148.64772	21534000
43843	161.759995	163.309998	161.259995	163.279999	161.991394	21626500
43837	159.320007	159.669998	157.320007	157.580002	156.336395	21634100
44089	208.419998	209.779999	206.929993	208.779999	208.779999	21823900
43794	150	151.350006	149.919998	151.229996	150.036499	22420900
43735	140.149994	140.360001	136.649994	137.729996	136.179642	22477700
44056	209.440002	211.350006	208.149994	208.699997	208.196716	22588900
43832	158.779999	160.729996	158.330002	160.619995	159.352386	22622100
43983	182.539993	183	181.460007	182.830002	182.389114	22622400
43742	136.75	138.25	136.419998	138.119995	136.565262	22897700
44068	213.100006	216.610001	213.100006	216.470001	216.470001	23043700
44000	194	196.490005	194	196.320007	195.846588	23061600
43875	183.25	185.410004	182.649994	185.350006	183.887222	23149500
44040	203.610001	204.699997	201.740005	202.020004	201.532837	23251400
43844	163.389999	163.600006	161.720001	162.130005	160.850479	23477400
